Timestamp,Open,High,Low,Close,Volume,TickCount
1772178605,1.08334,1.08338,1.08320,1.08321,613200,9
1772178606,1.08315,1.08330,1.08313,1.08325,555385,9
1772178607,1.08322,1.08322,1.08300,1.08310,611019,9
1772178608,1.08310,1.08312,1.08291,1.08307,413206,9
1772178609,1.08303,1.08339,1.08303,1.08331,346854,8
1772178610,1.08327,1.08342,1.08327,1.08329,523304,9
1772178611,1.08331,1.08351,1.08330,1.08331,425758,9
1772178612,1.08338,1.08338,1.08318,1.08326,637367,9
1772178613,1.08325,1.08325,1.08296,1.08296,366557,9
1772178614,1.08296,1.08311,1.08289,1.08295,522024,9
1772178615,1.08289,1.08289,1.08268,1.08274,528802,9
1772178616,1.08264,1.08297,1.08264,1.08290,529422,9
1772178617,1.08293,1.08300,1.08286,1.08300,441741,9
1772178618,1.08307,1.08341,1.08306,1.08341,574573,9
1772178619,1.08339,1.08339,1.08327,1.08327,406265,9
1772178620,1.08319,1.08324,1.08315,1.08322,523672,9
1772178621,1.08331,1.08354,1.08331,1.08345,556827,9
1772178622,1.08341,1.08344,1.08334,1.08339,545555,9
1772178623,1.08347,1.08347,1.08324,1.08324,490706,9
1772178624,1.08321,1.08331,1.08310,1.08319,540603,9
1772178625,1.08317,1.08329,1.08315,1.08327,593268,9
1772178626,1.08323,1.08349,1.08322,1.08342,555838,8
1772178627,1.08348,1.08348,1.08342,1.08343,502214,9
1772178628,1.08345,1.08345,1.08326,1.08326,478298,9
1772178629,1.08326,1.08341,1.08318,1.08320,539747,9
1772178630,1.08321,1.08325,1.08319,1.08319,526278,9
1772178631,1.08314,1.08316,1.08307,1.08310,401326,9
1772178632,1.08311,1.08311,1.08286,1.08298,632741,9
1772178633,1.08298,1.08306,1.08288,1.08306,509381,9
1772178634,1.08305,1.08309,1.08299,1.08306,599887,9
1772178635,1.08310,1.08310,1.08287,1.08287,408798,8
1772178636,1.08293,1.08305,1.08286,1.08295,505670,9
1772178637,1.08304,1.08304,1.08286,1.08289,486710,9
1772178638,1.08287,1.08293,1.08277,1.08280,591654,9
1772178639,1.08284,1.08303,1.08284,1.08300,509604,9
1772178640,1.08303,1.08303,1.08291,1.08299,582994,9
1772178641,1.08301,1.08314,1.08286,1.08314,639951,9
1772178642,1.08308,1.08329,1.08308,1.08329,556670,9
1772178643,1.08335,1.08336,1.08320,1.08320,457912,9
1772178644,1.08326,1.08348,1.08324,1.08348,542094,9
1772178645,1.08355,1.08361,1.08345,1.08348,430916,9
1772178646,1.08341,1.08341,1.08323,1.08325,601201,9
1772178647,1.08318,1.08340,1.08315,1.08340,392667,8
1772178648,1.08343,1.08354,1.08332,1.08337,585651,9
1772178649,1.08333,1.08336,1.08325,1.08334,409145,9
1772178650,1.08325,1.08332,1.08320,1.08322,510737,9
1772178651,1.08319,1.08340,1.08319,1.08325,465042,9
1772178652,1.08317,1.08317,1.08289,1.08297,606916,9
1772178653,1.08299,1.08301,1.08277,1.08284,469318,9
1772178654,1.08281,1.08293,1.08271,1.08291,373342,8
1772178655,1.08285,1.08306,1.08285,1.08306,418210,9
1772178656,1.08306,1.08323,1.08305,1.08305,522258,9
1772178657,1.08297,1.08303,1.08286,1.08291,419243,9
1772178658,1.08294,1.08299,1.08278,1.08278,427061,9
1772178659,1.08280,1.08281,1.08272,1.08281,451936,9
1772178660,1.08279,1.08280,1.08248,1.08248,482927,9
1772178661,1.08246,1.08257,1.08241,1.08246,402275,8
1772178662,1.08247,1.08253,1.08240,1.08241,632058,9
1772178663,1.08246,1.08261,1.08240,1.08261,401102,9
1772178664,1.08265,1.08275,1.08258,1.08270,551228,9
1772178665,1.08266,1.08273,1.08253,1.08257,369063,9
1772178666,1.08263,1.08278,1.08261,1.08270,236066,8
1772178667,1.08261,1.08269,1.08258,1.08258,428343,9
1772178668,1.08256,1.08262,1.08251,1.08251,556591,9
1772178669,1.08252,1.08252,1.08215,1.08215,463537,9
1772178670,1.08209,1.08221,1.08209,1.08211,424722,9
1772178671,1.08213,1.08222,1.08205,1.08221,509813,9
1772178672,1.08224,1.08234,1.08220,1.08229,419300,9
1772178673,1.08221,1.08239,1.08221,1.08239,523357,9
1772178674,1.08245,1.08252,1.08241,1.08244,522583,8
1772178675,1.08247,1.08270,1.08247,1.08254,450517,9
1772178676,1.08247,1.08252,1.08225,1.08232,514602,9
1772178677,1.08227,1.08227,1.08202,1.08202,425981,9
1772178678,1.08205,1.08212,1.08198,1.08209,500576,9
1772178679,1.08205,1.08205,1.08182,1.08185,613365,9
1772178680,1.08177,1.08209,1.08177,1.08206,381963,9
1772178681,1.08207,1.08214,1.08203,1.08214,491589,9
1772178682,1.08222,1.08225,1.08213,1.08213,411296,9
1772178683,1.08220,1.08236,1.08220,1.08236,370107,9
1772178684,1.08234,1.08240,1.08229,1.08235,544238,9
1772178685,1.08231,1.08240,1.08204,1.08207,317272,8
1772178686,1.08203,1.08213,1.08195,1.08204,448930,9
1772178687,1.08201,1.08202,1.08194,1.08194,310261,9
1772178726,1.08462,1.08473,1.08462,1.08471,303668,6
1772178727,1.08462,1.08462,1.08428,1.08428,636936,9
1772178728,1.08420,1.08428,1.08415,1.08418,403906,9
1772178729,1.08424,1.08444,1.08413,1.08444,497060,9
1772178730,1.08452,1.08452,1.08431,1.08449,356065,9
1772178731,1.08443,1.08454,1.08434,1.08435,441690,9
1772178732,1.08437,1.08462,1.08437,1.08461,438667,9
1772178733,1.08454,1.08454,1.08445,1.08452,340902,9
1772178734,1.08460,1.08476,1.08460,1.08476,561442,9
1772178735,1.08486,1.08486,1.08462,1.08467,496513,9
1772178736,1.08477,1.08489,1.08470,1.08485,543210,9
1772178737,1.08492,1.08508,1.08492,1.08506,414769,9
1772178738,1.08513,1.08524,1.08506,1.08519,491130,9
