Timestamp,Open,High,Low,Close,Volume,TickCount
1772178617,150.31861,150.32720,150.31339,150.32488,492900,9
1772178618,150.32810,150.33582,150.30357,150.31343,538432,9
1772178619,150.30541,150.30577,150.29422,150.30577,436475,9
1772178620,150.30176,150.30661,150.26993,150.26993,412688,9
1772178621,150.27714,150.27714,150.25878,150.26012,488788,9
1772178622,150.25735,150.29391,150.25735,150.28733,477442,9
1772178623,150.29714,150.29714,150.27533,150.28194,542570,9
1772178624,150.27688,150.29382,150.27314,150.27314,575731,9
1772178625,150.26343,150.26343,150.24537,150.25842,547777,9
1772178626,150.25684,150.25969,150.23768,150.24430,527992,8
1772178627,150.25092,150.27427,150.25092,150.27003,550465,9
1772178628,150.27325,150.28439,150.26849,150.26849,448871,9
1772178629,150.26475,150.27143,150.25320,150.25740,385615,9
1772178630,150.25562,150.26196,150.24190,150.24190,327149,9
1772178631,150.24649,150.26834,150.24304,150.24960,588767,9
1772178632,150.25522,150.26377,150.25242,150.25844,556931,9
1772178633,150.25041,150.25041,150.22066,150.23013,630464,9
1772178634,150.23303,150.23303,150.20392,150.20392,554213,9
1772178635,150.20614,150.21133,150.20373,150.20945,485276,8
1772178636,150.20201,150.21442,150.19923,150.19923,487606,9
1772178637,150.20846,150.22121,150.20053,150.21745,454663,9
1772178638,150.21535,150.23172,150.20532,150.23172,542930,9
1772178639,150.22843,150.26115,150.22843,150.25473,542044,9
1772178640,150.26233,150.26950,150.25349,150.25934,411729,9
1772178641,150.26202,150.27928,150.26113,150.26939,471855,9
1772178642,150.26430,150.27242,150.25801,150.25801,432933,9
1772178643,150.26346,150.27327,150.25250,150.25754,640526,9
1772178644,150.24984,150.24984,150.23170,150.23170,358030,9
1772178645,150.23657,150.25358,150.23657,150.25273,416764,9
1772178646,150.26084,150.28153,150.26084,150.27333,366683,9
1772178647,150.27254,150.27254,150.25396,150.25396,538126,8
1772178648,150.24663,150.25390,150.24170,150.24522,519998,9
1772178649,150.25484,150.26922,150.25323,150.25525,510481,9
1772178650,150.25838,150.26448,150.24618,150.26035,608388,9
1772178651,150.26326,150.27221,150.24853,150.25480,498371,9
1772178652,150.25121,150.26552,150.24354,150.26552,648516,9
1772178653,150.26348,150.26348,150.25347,150.25505,369328,9
1772178654,150.24867,150.25985,150.24176,150.24360,502651,8
1772178655,150.24690,150.26720,150.23930,150.26720,524865,9
1772178656,150.27555,150.30928,150.26900,150.30928,423332,9
1772178657,150.31733,150.31733,150.29634,150.29634,542967,9
1772178658,150.29609,150.30633,150.29144,150.29144,656903,9
1772178659,150.29794,150.30490,150.29026,150.29442,518512,9
1772178660,150.30126,150.31007,150.29943,150.30671,507395,9
1772178661,150.31351,150.32219,150.30279,150.32219,369019,8
1772178662,150.32821,150.32821,150.31639,150.31639,552495,9
1772178663,150.32332,150.32332,150.28186,150.28186,426621,9
1772178664,150.27214,150.28056,150.24313,150.24313,560299,9
1772178665,150.24059,150.25395,150.22887,150.25395,475535,9
1772178666,150.25736,150.25983,150.24193,150.24193,352906,8
1772178667,150.24190,150.24892,150.21187,150.21187,434516,9
1772178668,150.21416,150.23493,150.20632,150.23395,615477,9
1772178669,150.23702,150.24563,150.23261,150.23659,557734,9
1772178670,150.23496,150.24204,150.23008,150.24204,478959,9
1772178671,150.23645,150.24384,150.21684,150.21684,473925,9
1772178672,150.22270,150.22911,150.21339,150.22911,462056,9
1772178673,150.23124,150.24249,150.21427,150.21427,466137,9
1772178674,150.21032,150.21032,150.20293,150.20356,565083,8
1772178675,150.19886,150.20162,150.18361,150.19792,495776,9
1772178676,150.19927,150.19927,150.16826,150.18169,585957,9
1772178677,150.18478,150.19546,150.16801,150.17157,580665,9
1772178678,150.17624,150.17624,150.16209,150.17292,483849,9
1772178679,150.17683,150.19941,150.17683,150.18988,502742,9
1772178680,150.18102,150.18506,150.16607,150.17794,600202,9
1772178681,150.17908,150.17908,150.16009,150.16643,407004,9
1772178682,150.16121,150.18654,150.15540,150.18642,477508,9
1772178683,150.17665,150.19366,150.17546,150.18180,558165,9
1772178684,150.18001,150.18001,150.16721,150.16997,364143,8
1772178685,150.16181,150.16428,150.14834,150.15880,525517,9
1772178686,150.16378,150.17285,150.14409,150.14409,551034,9
1772178687,150.14727,150.15477,150.14063,150.14301,570839,9
1772178726,150.02974,150.02974,150.02355,150.02582,261644,5
1772178727,150.02768,150.04040,150.02105,150.03130,417069,9
1772178728,150.02658,150.02913,150.00010,150.00010,411644,9
1772178729,149.99820,150.01203,149.99820,150.01157,382310,9
1772178730,150.01845,150.02746,150.01472,150.02399,500076,9
1772178731,150.02225,150.03367,150.01333,150.01438,544558,9
1772178732,150.00774,150.02654,150.00411,150.02517,407829,9
1772178733,150.02503,150.05943,150.02503,150.05289,536217,9
1772178734,150.05468,150.06743,150.05468,150.06472,488686,9
1772178735,150.06970,150.06970,150.05344,150.06067,584505,9
1772178736,150.06636,150.07601,150.05835,150.05968,510859,9
1772178737,150.05106,150.06480,150.04651,150.04651,596154,9
1772178738,150.05133,150.05459,150.03990,150.03990,571431,9
